story_id,company_name,industry_1,industry_2,industry_3
looker_477,Minka,financial services,"technology, information and internet",software development
looker_478,Mirror Media,"Technology, Information and Internet",Media Production,Information Services
looker_479,"Mitsubishi Heavy Industries, Ltd",Industry and Social Infrastructure,Manufacturing,Power division
looker_480,Mitsubishi Motors,motor vehicle manufacturing,consumer services,automotive
looker_481,Mitsui Sumitomo Seguros,insurance,financial services,business consulting and services
looker_482,Major League Baseball (MLB),Sports,Entertainment,Technology
looker_483,MKTECH,IT Services and IT Consulting,Software Development,"Technology, Information and Internet"
looker_484,Mlytics,IT Services,Software Development,Business Consulting and Services
looker_485,MMB Software,software development,"technology, information and internet",business consulting and services
looker_486,Moderna,Biotechnology,Pharmaceutical,Medical Research
looker_487,Moloco,advertising services,retail,software development
looker_488,Momspresso,"Technology, Information and Internet",Business Consulting and Services,Advertising Services
looker_489,Mondelēz International,Consumer Goods,Food and Beverage Services,Advertising Services
looker_490,MoneySuperMarket,Financial Services,Technology,Insurance
looker_491,Moneysupermarket Group,Financial Services,"Technology, Information and Internet",Business Consulting and Services
looker_492,Zebra Medical Vision,medical practices,software development,"technology, information and internet"
looker_493,Cognizant,it services and it consulting,information technology & services,software development
looker_494,,o,t,h
looker_495,Mulberry,Retail,Fashion,Consumer Goods
looker_496,Multiplay,IT Services and IT Consulting,Software Development,Information Technology & Services
looker_497,MultiScale Health Networks,hospitals and health care,"technology, information and internet",business consulting and services
looker_498,Muru Music,"Technology, Information and Internet","Healthcare (specifically, Health Care)",Software Development
looker_499,Mutua Madrileña,Insurance,Financial Services,Business Consulting and Services
looker_500,Mutualser,Hospitals and Health Care,"Technology, Information and Internet",Business Consulting and Services
looker_501,MyCujoo,"Technology, Information and Internet",Software Development,Media Production
looker_502,Myralis,pharmaceutical,healthcare,biotechnology
looker_503,,o,t,h
looker_504,MyTelescope,Business Consulting and Services,Software Development,Information Technology & Services
looker_505,Nana,Retail,Technology,E-commerce
looker_506,Nansen,Financial Services,"Technology, Information, and Internet",Software Development
looker_507,Narvar,retail,software development,"technology, information and internet"
looker_508,National Institute for Health Innovation,Hospitals and Healthcare,"Technology, Information and Internet",Medical Practices
looker_509,National Institute on Aging (NIA),Health and Wellness,Medical Research,Biotechnology
looker_510,NativeX EdTech Group,"Technology, Information and Internet",Business Consulting and Services,Education Administration Programs
looker_511,NatWest Markets,financial services,banking and finance,insurance
looker_512,News UK,business consulting and services,advertising services,software development
looker_513,NextBillion AI,Technology,Information,Internet
looker_514,NextGen Healthcare,hospitals and health care,business consulting and services,"technology, information and internet"
looker_515,NICO.LAB,Healthcare Technology,Medical Devices,Biotechnology
looker_516,Ninja Van,"Technology, Information and Internet",Business Consulting and Services,Software Development
looker_517,,o,t,h
looker_518,Nomanini,"Technology, Information and Internet",Business Consulting and Services,Financial Services
looker_519,Noon.com,Retail,Technology,E-commerce
looker_520,Nordward,Business Consulting and Services,Food and Beverage Services,"Technology, Information and Internet"
looker_521,,o,t,h
looker_522,Northrop Grumman,hospitals and health care,it services and it consulting,construction
looker_523,,o,t,h
looker_524,Novafutur,Business Consulting and Services,Information Technology & Services,Software Development
looker_525,Noxxon Sat Telecomunicações,IT Services and IT Consulting,"Technology, Information, and Internet",Software Development
looker_526,Nozzle,software development,business consulting and services,"technology, information and internet"
looker_527,nPlan,construction,infrastructure,engineering
looker_528,NTUC Income,Insurance,Financial Services,Business Consulting and Services
looker_529,The Cloud Gate,Software Development,"Technology, Information and Internet",Business Consulting and Services
looker_530,Nuna,Healthcare,Technology and Information Services,Business Consulting and Services
looker_531,New York City Cyber Command,IT Services,Government,Cybersecurity
looker_532,Objenious,IT Services,Software Development,"Technology, Information and Internet"
looker_533,Ocean Network Express (ONE),shipping and logistics,transportation,industrial machinery manufacturing
looker_534,Oden Technologies,"Technology, Information and Internet",Software Development,Manufacturing
looker_535,OFX,Financial Services,Business Consulting and Services,Software Development
looker_536,OGTIC,Government,Healthcare,Technology
looker_537,Omise,software development,financial services,business consulting and services
