story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
looker_402,khan academy,khan academy,education,non-profit organization,technology,Education
looker_403,ki insurance,ki insurance,financial services,insurance,technology and information,Financial And Insurance Activities
looker_404,king's stella,kings stella,retail,consumer goods,household products,Wholesale And Retail Trade
looker_405,kings transport,kings transport,logistics and transportation,business consulting and services,information technology and services,TRANSPORTATION AND STORAGE
looker_406,kinsta,kinsta,it services,software development,business consulting and services,"Professional, Scientific and Technical Activities"
looker_407,kipp,kipp,non-profit,education,business consulting,Administrative and Support Service Activities
looker_408,klaus,klausapp,business consulting and services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
looker_409,knolskape,knolskape,business consulting and services,professional training and coaching,software development,"Professional, Scientific and Technical Activities"
looker_410,knorex,knorex,advertising services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
looker_411,kofera,kofera,"technology, information, and internet",business consulting and services,advertising services,Information And Communication
looker_412,kooth,kooth,"technology, information and internet",healthcare,business consulting and services,Information And Communication
looker_413,krikey,krikey,software development,"technology, information and internet",entertainment providers,Information And Communication
